Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,DDoS,Phishing,Ransomware,Password_Attack,Account_Hijacking,Trojan,Vulnerability,Zero_day,Advanced_Persistent_Threat,Malware,Disinformation/Misinformation,Targeted_Attack,Brute_Force_Attack,Backdoor,Botnet,Cryptojacking,MITM,DNS_Spoofing,Dropper,Insider_Threat,Adversarial_Attack,Data_Poisoning,Deepfake,Supply_Chain,IoT_Device_Attack,Session_Hijacking,War_Conflict_All,Holidays,Solution_BLOCKCHAIN,Solution_ACCESS_CONTROL,Solution_ENCRYPTION,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT,Solution_IDENTITY_MANAGEMENT,Solution_ML/DL,Solution_ANOMALY_DETECTION,Solution_CRYPTOGRAPHY,Solution_PENETRATION_TESTING,Solution_IDS/IPS,Solution_STATIC_ANALYSIS,Solution_DYNAMIC_ANALYSIS,Solution_MULTI_FACTOR_AUTHENTICATION,Solution_LEAST_PRIVILEGE,Solution_SESSION_MANAGEMENT,Solution_CAPTCHA,Solution_BLACKLISTING,Solution_RATE_LIMITING,Solution_GRAPHICAL_MODEL,Solution_HONEYPOT,Solution_SOFTWARE_DEFINED_NETWORK,Solution_GAME_THEORY,Solution_TRAFFIC_SHAPING,Solution_PACKET_FILTERING,Solution_BLACKHOLING,Solution_RANK_CORRELATION,Solution_STRONG_AUTHENTICATION,Solution_SSL/TLS,Solution_HTTPS,Solution_CONTINUOUS_AUTHENTICATION,Solution_IDENTITY_BASED_ENCRYPTION,Solution_DATA_SANITIZATION,Solution_OUTLIER_DETECTION,Solution_DATA_PROVENANCE,Solution_ADVERSARIAL_TRAINING,Solution_TRUSTWORTHY_AI,Solution_BAYESIAN_NETWORK,Solution_BEHAVIOR_BASED_DETECTION,Solution_FORMAL_VERIFICATION,Solution_SPLIT_MANUFACTURING,Solution_VULNERABILITY_MANAGEMENT,Solution_FILE_INTEGRITY_MONITORING,Solution_VPN,Solution_PRIVACY_PRESERVING,Solution_SECURE_BOOT,Solution_MERKLE_SIGNATURE,Solution_LIVENESS_DETECTION,Solution_3D_FACE_RECONSTRUCTION,Solution_BIOMETRICS,Solution_DIGITAL_WATERMARK,Solution_APPLICATION_WHITELISTING,Solution_DATA_BACKUPS,Solution_HIDDEN_MARKOV_MODEL,Solution_PATCH_MANAGEMENT,Solution_DATA_AUGMENTATION,Solution_DIMENSIONALITY_REDUCTION,Solution_DEFENSIVE_DISTILLATION,Solution_RRAM,Solution_SPATIAL_SMOOTHING,Solution_NOISE_INJECTION,Solution_TAINT_ANALYSIS,Solution_NETWORK_SEGMENTATION,Solution_USER_BEHAVIOR_ANALYTICS,Solution_DECEPTION_TECHNOLOGY,Solution_RISK_ASSESSMENT,Solution_DYNAMIC_RESOURCE_MANAGEMENT,Solution_SANDBOXING,Solution_DARKNET_MONITORING,Solution_VIRTUAL_KEYBOARDS,Solution_CODE_SIGNING,Solution_PUBLIC_KEY_INFRASTRUCTURE,Solution_MUTUAL_AUTHENTICATION,Solution_ONE_TIME_PASSWORD,Solution_DYNAMIC_BINARY_INSTRUMENTATION,Solution_PASSWORD_HASHING,Solution_DNSSEC,Solution_CERTIFICATE_PINNING,Solution_SECURE_SIMPLE_PAIRING,Solution_VULNERABILITY_ASSESSMENT,Solution_SIEM,Solution_STANDARDIZED_COMMUNICATION,Solution_CONTROL_FLOW_INTEGRITY,Solution_VULNERABILITY_SCANNER,Solution_PASSWORD_STRENGTH_METERS,Solution_PASSWORD_MANAGEMENT,Solution_PASSWORD_POLICY,Solution_GRAPHICAL_AUTHENTICATION,Solution_DATA_LOSS_PREVENTION,Solution_DATA_LEAKAGE_DETECTION/PREVENTION,Solution_ACTIVITY_MONITORING,Solution_MOVING_TARGET_DEFENSE,Solution_KEYSTROKE_DYNAMICS,Solution_ATTACK_TREE,Solution_DISTRIBUTED_LEDGERS,Solution_SOURCE_IDENTIFICATION,Solution_IMAGE_RECOGNITION,Solution_HYPERGAME,Solution_NLP/LLM
18-Jun,18.64302431,122.0308196,100.3517575,29.66135068,117.1607961,98.22142027,204.9459444,33.71310394,0.36070757,1242.514625,0.509622198,245.5435535,30.92386303,84.44096365,177.8163762,21.8656715,71.14200149,17.44978548,12.69428869,25.89817745,0.407416266,8.906898106,21.3597382,5.566376624,5.53350912,190.5252183,6.385583336,4.261656354,9.904434037,1.423326127,20.29419254,0.294017101,17.49545826,0.703974776,-0.002499078,8.304653536,17.76044037,0.801453783,0,4.2883564,37.34971668,0.808456069,449.2987285,44.08605127,53.17705403,85.63428609,249.9070942,1.219823307,5.041702826,94.6465315,29.14884231,391.3048773,1.760488779,70.90518371,13.50738497,11.83941529,4.259335377,2.704420679,0.660157771,3.035197196,2.093214034,0.221495116,1.418749014,7.35305854,19.1962872,24.88548544,0.289260361,1.215292082,2.817278337,0.625101549,3.355522548,4.076055146,3.566028054,2.474262239,3.855965468,0.108000328,1.856614625,2.619669433,2.297229874,0.132972345,9.244564598,0.750611396,7.08369878,0.843900571,1.224950117,0.431231631,3.210189024,51.96891109,0.664367055,0.030588971,2.635446582,0.105627447,40.16004897,1.539011204,0.078284124,0.261701299,4.686949965,1.61576974,1.775936576,2.546707712,-0.025116629,1.603164015,0.100683733,0.570115398,1.627608615,0.220541295,0.732452171,0.15282639,90.07876505,0.035210401,1.427755641,0.062474136,0.356806651,0.242241177,8.981651167,18.54855332,1.392256766,0.229156077,0.472875382,0.784219805,0.515298897,0.505301953,8.45149472,2.339206472,0.136557021,1.858649239,1.808745294,0.460000244,1.687654127,0.710960071,1.089263305,0.114729893,0.577557595,1.505514173,6.166369615,0.884027346,2.401026111,5.70446211,0.818539644,5.39764844,0.018916737,6.912219602
18-Jul,19.82046117,118.9448872,94.35097034,33.41564911,116.581081,99.21761531,226.5251197,30.47623128,0.325481527,1279.346062,-0.085177997,227.4724356,28.85647337,94.42216678,187.9636418,31.68235795,85.56853776,19.17518964,13.44611495,27.93924886,0.463423523,11.09045932,25.53693985,6.021410522,6.251697848,211.8098122,8.483451667,4.849084993,10.49052978,1.607166585,24.20490035,0.545798735,18.21019626,0.730098396,0.003207925,9.551631933,25.88395512,1.030963161,0.39,4.258047098,46.76278684,0.887206801,446.5321574,40.89857363,87.35918037,92.98341725,275.5390742,1.142708778,6.225467669,120.7133914,36.57489986,433.0247838,2.727623004,82.03432284,14.00474892,12.37324149,4.267710582,2.537870058,0.636862055,3.697148152,1.989551515,0.254178064,1.663227871,9.241260258,21.62591117,26.77834897,0.268138211,1.413535019,3.30238418,0.538623978,3.78538428,4.757254724,3.872731288,2.718754894,4.646430575,0.267175074,2.112815411,2.833120815,3.374601756,0.119580194,10.81715838,0.80500144,8.569829029,0.951224944,1.49254689,0.413256136,3.895964151,59.81487277,0.582427028,0.028216578,3.135169024,0.077521203,48.34086793,1.605738059,0.056604003,0.730505478,6.189722019,1.657196715,1.75947968,3.330445176,0.089553246,1.852335804,0.09412939,0.433469858,1.770050749,0.286010008,0.801429142,0.150248049,96.1321555,0.165651012,1.676619676,0.060846439,0.357967334,0.23765253,11.33589661,20.75704872,2.800791282,0.205326092,0.381268148,1.190454584,0.5698602,0.46854439,8.909708135,2.094963867,0.261836182,2.397308302,2.382822551,0.447522864,1.856710604,0.776885145,1.25774998,0.188770567,0.427495946,1.33684129,6.488997771,0.971010443,2.889568567,12.71413219,0.870248948,6.235304863,0.023620483,9.130888495
18-Aug,20.21554051,123.3392013,96.73973274,31.95204822,118.9819051,104.3576624,221.2206239,26.64875894,0.284013643,1278.243973,-0.617942833,209.3442565,26.13012847,89.37258459,186.2772716,32.16690502,88.11536427,18.60279769,13.86937513,27.02803565,0.399927349,11.06295063,26.10031313,5.900298715,5.670516768,210.4416523,8.767029615,5.402298218,10.33330006,1.714408,23.06839036,0.686028243,17.39715458,0.631706702,0.00824799,10.53736353,29.23859975,1.006592705,0.4293,3.993027314,49.96166637,0.731466256,442.0562787,40.31288654,97.16231866,94.90813278,276.331684,1.199024439,6.644091998,128.7521636,39.43110466,434.2219561,3.226215117,82.08951837,12.972234,11.37248782,4.267216949,2.211838397,0.596790049,3.901989568,1.636568704,0.695967376,1.793362006,9.603403997,21.17379541,26.39857568,0.37108413,1.639547612,3.289907914,0.574635444,3.74869831,4.517616704,3.232582259,2.387235636,5.058456255,0.432417093,2.560011657,2.800233435,3.602998396,0.103939852,10.84797804,0.729802437,9.400251382,0.819280132,1.778607579,0.384680506,3.526282841,62.44179211,1.011208193,0.155234926,3.020864151,0.049899948,47.11337896,1.417620087,0.165393775,0.860514074,6.376525207,1.674765092,1.591884083,3.325895538,0.090069535,1.751020341,0.215406599,0.297484776,1.965147147,0.236351549,0.639465542,0.273420101,99.64624224,0.178078031,2.070298718,0.057556117,0.348272928,0.126393172,10.86464061,21.81198313,3.394448608,0.307719323,0.287383593,1.020352248,0.501869565,0.421406251,9.284808965,2.362296607,0.396732342,2.470182211,2.258007406,0.422867536,1.653160115,0.712911158,1.171655489,0.149744057,0.409615583,1.044930456,6.004693179,1.110164918,3.842569721,14.6014113,0.790679854,6.352136498,0.02714524,10.21376384
18-Sep,20.51464571,121.933908,114.7474269,34.80624597,115.3131895,99.52297488,235.419959,22.40457107,0.238172138,1295.794774,-1.0788929,203.3785675,23.02251421,87.08678308,205.4412202,36.57799023,88.41404721,19.40956101,13.50422805,26.4771027,0.330782972,10.6863043,26.0443397,5.504289128,5.297338292,209.4970588,9.42923888,5.358121173,10.34179431,1.719493034,22.66347966,0.691653953,16.92350242,0.524202977,0.012536609,10.38840107,30.06062192,1.084461514,0.451791,3.854718689,51.83180796,0.699355778,432.8962996,40.07638157,105.5302736,93.71313278,278.2050823,1.4037378,6.931531134,135.2444936,40.46875583,437.9327525,3.398161564,82.20650879,13.58380356,11.13063489,3.998756171,2.242054751,0.542821542,3.959287156,1.789787112,0.672698735,1.916681867,9.101231242,20.90167736,26.11482245,0.352602933,1.493772517,4.109982037,0.6198067,3.693219988,4.256413984,2.689470665,2.437251234,4.737525678,0.468162397,3.065687928,3.266627789,3.500465421,0.086745349,10.66027638,0.64022926,8.755623958,0.675951396,1.682703972,0.347422024,3.377781176,64.83276575,1.356774995,0.164894392,2.987363841,0.02354382,46.63523751,1.33578531,0.158342756,1.111706389,6.60335232,1.800333678,1.393291523,3.442023998,0.087832109,1.507305813,0.218093889,0.166173659,2.331779491,0.44456839,0.474514336,0.406072345,99.32953304,0.183920007,2.352500893,0.052868145,0.329099776,0.022467955,10.52457099,22.1470646,3.256906743,0.420641651,0.194265985,0.966649579,0.425621908,0.366339738,9.803855442,2.032027174,0.406236915,2.781663262,2.367933553,0.387991715,1.550369871,0.633947234,1.059020781,0.110127876,0.281234789,0.880862792,6.02867825,1.032098997,3.844993667,16.22192016,0.695347274,6.936720874,0.029503164,10.85193874
18-Oct,24.99840101,133.7811268,105.4819289,32.62083657,116.7419499,102.7160669,229.0967618,17.91266486,0.189769619,1270.256652,-1.461381173,208.1680904,19.43498595,88.23695823,205.1855374,35.78062722,89.19044043,20.72336117,13.04046883,26.87694996,0.258629544,11.24673346,26.06263342,5.592751825,5.312557516,215.602013,10.92235005,5.407618199,11.30918531,1.732484773,23.81915564,1.195967474,17.50951041,0.671723535,0.146020268,10.12268281,33.49862321,1.282009597,0.45847917,4.124599365,54.93998116,0.679475674,427.4254293,37.91123565,115.2155248,96.11623879,286.9449882,1.505867691,7.192280423,143.7402558,42.66857921,451.9244867,4.48096852,83.31560491,13.83670205,11.3990482,3.827178786,1.901987826,0.607965239,4.50207637,1.603990066,0.631575996,2.160169286,9.216238825,21.3797208,24.91599987,0.325391768,1.707761757,4.664749286,0.801866629,3.882492898,4.373639116,2.669986111,2.399147736,6.056562389,0.746288299,3.218825934,3.508383874,3.43317178,0.068667936,11.55153661,0.670406524,9.302790558,0.526676993,1.675909606,0.30346673,4.272796243,67.52965905,1.457081868,0.16864108,2.927592646,-0.00088301,48.58585308,1.38206045,0.147246556,1.494428281,7.279396152,1.659335396,1.172759473,3.043278892,0.083183463,1.372743564,0.213969634,0.303008444,2.221795216,0.548626494,0.31182282,0.413277194,101.4946088,0.183660185,2.495907825,0.047062925,0.301970945,0.18826122,11.2827712,22.19422598,3.585411862,0.409652496,0.104632159,0.919317688,0.344230359,0.435789685,9.686881609,2.06382387,0.402603924,3.09854631,2.225829079,0.474963725,1.441347556,0.673861286,1.055878922,0.331169477,0.157255031,0.736776011,6.499404467,1.220876698,4.051825409,17.94372053,0.848687533,7.134745186,0.0307402,11.37073799
18-Nov,24.18382875,137.5201899,94.63852278,34.70534301,129.1355757,101.2883677,233.2929815,14.11256932,0.400514263,1251.574643,-1.761779184,195.6736183,20.56316094,84.55500712,202.0298567,38.82958169,90.84348112,22.02408047,13.93187147,27.160504,0.315932572,11.70371771,25.78721876,5.194585697,5.376878091,220.3784113,10.98847961,6.089936975,12.28056164,1.752202795,27.64468935,1.213970618,17.19163228,0.844340331,0.161774952,9.889855902,35.61786568,1.351342583,0.450744148,4.453753993,57.76913759,0.541199311,431.8288832,36.22526725,125.2857851,95.92554703,292.072554,1.482608562,7.68118637,153.5642341,42.92836288,463.1393129,4.611065725,85.91432327,14.02920963,11.32864873,3.647943776,1.798867959,0.67835561,4.675524371,1.418653023,0.575618252,2.534502885,10.32325848,21.78856827,23.49957955,0.291139966,1.549119219,4.874097332,0.741664567,4.21636373,5.047932562,2.982350428,2.642880156,5.691998557,0.904212961,3.090085361,3.870712835,3.55961235,0.050338226,12.48712471,0.707453866,9.256156781,0.50652972,1.779517389,0.384802963,4.630125916,65.70097325,1.403645597,0.166953866,3.105970792,-0.022840667,50.73383151,1.312246264,0.26284258,1.884045135,7.029453716,1.482656879,1.459097845,3.24310993,0.076504177,1.110455232,0.203838715,0.347069497,2.216155512,0.785819994,0.286045771,0.407363242,102.1283387,0.17791654,2.480096828,0.04042634,0.268495869,0.261827323,10.67666826,22.08084445,4.443504114,0.387472682,0.020822751,1.009139457,0.260651054,0.385220946,9.89099871,2.120526179,0.387256114,2.890784664,2.32116018,0.438989621,1.199987045,0.589568094,0.92137488,0.320171833,0.300955597,0.744994627,6.408075928,1.314150328,4.106419215,19.66502925,1.021233141,7.408924712,0.030931327,11.89653517
18-Dec,22.72519886,150.3297411,86.4303016,36.38023852,138.4657717,108.6047874,220.7507897,9.669106251,0.378169015,1185.593595,2.830715981,200.3383849,17.1616236,79.54460091,186.8388484,36.60875326,98.44591331,24.15400543,15.4361777,28.31088751,0.38802732,12.673892,28.315729,5.810398612,6.393460266,234.9958175,12.29834181,6.821325765,13.7163835,2.167382931,29.67832901,1.323754329,18.429793,0.904365237,0.17110092,9.463616005,38.81664793,1.273201994,0.430260304,5.866380539,61.30230426,0.790514604,436.2571252,38.68113767,134.4904459,98.72615804,309.5051865,1.577197089,8.420766131,169.0588876,46.4743173,484.2284771,5.329821237,91.14574009,13.74159017,11.38542975,3.337193953,1.58209404,0.881356275,5.071361841,1.239290093,0.897987734,2.395368037,11.09987842,23.00287394,23.97981388,0.251579145,1.359867359,5.976287653,0.795232774,5.090356568,6.193358687,2.994007802,2.932952929,6.003131152,1.179218769,3.431516285,3.970687515,3.916620493,0.03233134,12.91454026,0.749572857,9.436501679,0.373201282,1.749378872,0.346461483,4.732818844,67.67412683,1.443443586,0.160426758,3.163331999,-0.041917338,57.38499714,1.240046108,0.258993723,2.13817895,6.913621912,1.279166508,1.533029444,3.215664566,0.068197695,0.971082077,0.188605726,0.27631236,2.204595113,1.035719544,0.284265053,0.389819788,108.7348454,0.297409764,2.291464026,0.033240623,0.230313425,0.350181995,10.48087556,22.21637573,5.092482017,0.615886669,0.0747696,0.989704864,0.177610148,0.328152453,10.46797414,2.197942473,0.361825402,3.397075643,2.687323365,0.39344324,1.076762975,0.496017179,0.902679996,0.560668799,0.221257439,0.790041543,7.613637966,1.678672086,4.382361063,20.61425622,1.075887193,7.513418543,0.030175401,12.96285658
19-Jan,21.12067599,168.7784448,102.3099935,42.74623732,167.4589749,111.5614215,219.2902935,5.379916305,0.346713222,1228.332844,7.989040151,191.8165233,13.58539129,73.65889729,178.2917755,38.32174508,98.15472488,24.15631773,16.52696797,26.87690605,0.341271774,13.0268321,27.71191635,5.610318277,6.756580416,240.5516085,12.80826755,7.444935903,13.79713166,2.756023565,30.46825484,1.41284704,17.10124386,0.831256696,0.174361264,9.626091617,38.41105252,1.164679403,0.398917035,6.111753013,61.70308513,0.69118293,432.8348293,40.42098692,139.7399272,98.09492321,309.1994002,1.805010851,8.773764932,175.4523091,48.51144675,480.1318705,5.666806561,92.39964303,12.52048495,10.80496978,3.277403294,1.369534692,1.097616186,4.675474709,1.330684754,0.991180636,2.198285633,10.55584002,24.30566283,24.26263035,0.208427032,1.148744664,6.108970313,0.979587177,5.114239424,6.258441438,2.644679203,2.736029837,5.923056552,1.321347433,3.655858628,3.901544101,4.010429207,0.015155202,12.62177804,0.664992764,9.095717036,0.37200965,1.69977284,0.301560308,4.413257914,68.30974125,1.725958468,0.149739557,3.340057126,-0.057828822,58.0894963,1.167864584,0.247759941,2.232754015,7.111964632,1.057650179,1.483576999,3.184493802,0.05867593,0.716513775,0.169237865,0.464341566,2.0580529,1.029557552,0.174134456,0.492336086,111.7186561,0.296031372,2.052950584,0.025776259,0.189039822,0.319195741,9.610235863,22.40186262,4.953787669,0.732982658,0.151078677,0.842522585,0.097545028,0.266946236,10.6732128,2.161678863,0.328082999,3.410825255,2.696250531,0.340648199,1.223558422,0.396940839,0.888774201,0.560296004,0.402891374,0.606882521,7.78023466,2.076381505,4.259237895,21.2401328,1.122799224,7.302060435,0.288589806,12.81366015
19-Feb,18.87298512,195.7389248,125.0424164,44.63324913,196.5890885,119.4055495,202.517138,1.358247865,0.308001611,1286.858183,8.691860699,178.6923521,10.08922047,81.69199711,158.9606566,35.01378536,91.57801354,22.64370927,15.40287018,25.39001555,0.288953629,12.01367323,26.77712748,5.121936427,6.470691138,226.1452721,12.53295268,7.40283695,13.62589106,2.733119429,28.67514043,1.350645068,15.86251232,1.000521308,0.172064735,8.51353692,36.72368507,1.03206869,0.358740581,6.16923565,59.26269537,0.711048936,429.249718,38.46422164,136.2522625,90.43396417,293.7182105,1.785892911,8.158250905,173.6328192,45.90951986,451.9709685,5.560089156,86.44616638,11.3258757,10.16840671,3.505269602,1.167145238,1.059321619,4.568912049,1.073019405,0.945318828,2.0849629,9.70953025,23.04900294,22.96928627,0.16333732,0.924271899,6.165115597,0.916118524,4.812306812,5.859262671,2.280943089,2.636718159,5.273297716,1.439622807,3.348090978,3.522268705,3.674544173,-0.000757977,11.66963871,0.568920897,8.566139347,0.259776892,1.634134226,0.25210244,3.89325534,64.17250199,1.628443107,0.135628891,3.258908026,-0.070414292,56.99086066,1.097865276,0.230216739,2.540888952,6.89711414,0.826555977,1.424562489,2.7609053,0.048346063,0.85590689,0.146729654,0.549637604,1.894423322,0.993125033,0.069792885,0.469830672,106.9425261,0.415909878,1.776699968,0.018285043,0.276222385,0.281732239,8.658353062,20.83674494,5.620349126,0.716379567,0.245224486,0.684782857,0.022560069,0.333852253,10.70773122,1.994191248,0.547872346,3.250875147,2.423397465,0.282913217,1.148967571,0.295863909,0.749595759,0.543151609,0.484275174,0.423832926,7.256764645,2.362028537,3.950649907,20.77621774,1.161336076,6.752776325,0.312505076,12.34497356
19-Mar,16.18387379,209.3411891,151.8403245,51.07256227,212.6185182,122.2130983,246.355784,2.507998832,0.263921113,1271.435242,9.063643372,181.1098275,11.34999011,81.68102704,137.9038299,35.79620805,89.95163294,23.67305038,15.18909606,23.93011363,0.23319869,11.19142005,26.06250367,4.718734669,6.239270054,220.7052113,12.44918072,6.872862784,13.98299778,2.920512124,28.62108326,1.254143941,15.71177856,0.92284382,0.164835917,8.456831584,36.25334382,0.881756987,0.311819556,6.545892954,59.80846371,0.607596872,417.9556264,35.97920623,142.1057965,87.0760821,289.2235935,1.745109978,7.909540754,178.2862937,46.64050006,443.0570276,5.747240817,86.50465241,10.6109511,9.500447743,3.395191191,0.979980372,0.993076861,4.035938294,0.80893001,1.135683637,1.950423553,9.236565552,23.60653896,21.72619801,0.247856459,0.694518253,6.280692885,0.831513181,4.556198257,6.264223901,2.175152293,2.658236103,5.180315832,1.53288196,3.230657363,3.335252788,3.782011317,-0.0150571,11.59262415,0.46538859,7.722535246,0.150974102,1.686035447,0.200027286,4.088455362,64.3038116,1.75182599,0.118860424,3.278106595,0.050371213,56.96236275,0.90192994,0.207521355,2.441983728,6.876835273,0.983774517,1.228712556,3.076848489,0.037598802,0.915683487,0.122070374,0.50991491,1.980324002,0.930542015,-0.026208315,0.435480878,107.7857332,0.411323237,1.474773415,0.010994398,0.24640002,0.239563121,7.531907949,19.69303667,5.771643963,0.679945399,0.22259898,0.522273615,-0.045603196,0.414052101,10.42756585,1.813626657,0.529246588,3.169393796,2.755127781,0.222464336,0.947366779,0.326018754,0.601847289,0.511427105,0.442992339,0.246373302,6.757938693,2.50825001,3.58440122,20.85540766,1.06117916,6.115837336,0.324653667,13.00280642
19-Apr,32.77815738,220.5629913,174.5632321,62.42576724,236.1064493,163.2734992,247.4198918,-0.232465262,0.216331031,1271.891538,9.126338476,192.9422605,8.574183094,71.91072316,116.055571,31.72650224,90.7293414,23.71926586,15.03102648,22.8282985,0.176023284,10.91564959,26.43746713,4.694291047,6.743812977,213.0680001,12.76031054,6.86970015,14.1749039,2.961550185,27.3937993,1.389668609,16.55476482,0.955248765,0.153384903,8.192091835,35.23243638,0.720023744,0.260236047,7.158507738,61.16540131,0.626262109,407.1322751,38.23331618,150.1808031,86.42170578,295.9817304,1.686052039,7.728415395,181.6658319,46.33916724,444.97277,6.933260087,86.44215027,9.949190432,9.864271242,4.194264886,0.682132582,1.033664273,3.695183765,0.546981654,1.202941456,2.060825435,8.713800357,24.0501252,20.59563264,0.21648799,0.726904424,6.476291658,0.730422977,4.24901461,6.29076229,1.974686008,2.557855171,5.351222662,1.470828739,3.34804739,3.126880879,3.495271407,-0.027474597,10.72553232,0.358247855,7.211615497,0.048522369,1.612165482,0.147158829,4.061481722,65.51287589,1.740315805,0.100202991,3.02704211,0.057567031,55.78784376,0.828530239,0.180869868,2.409709514,6.572279235,0.925757966,1.015586239,3.058891905,0.026798302,1.13201192,0.096214911,0.458867039,2.088224894,0.976301038,0.148176854,0.391501638,107.0310477,0.394855563,1.158796315,0.004102985,0.342167891,0.194424021,7.032150109,19.50290814,5.854659998,0.626756286,0.585558054,0.360347089,-0.105582038,0.373810401,10.20259005,1.886709725,0.626606009,2.930978767,2.861031232,0.161386413,0.867505062,0.373377552,0.450818247,0.467532238,0.652548017,0.079268442,7.236257175,2.624601835,3.047245365,21.11101635,1.329202561,5.939117126,0.325847789,13.6547718
19-May,31.85966789,219.7957236,210.2969519,74.29087869,258.1123938,178.379655,241.7149921,-2.691908988,0.167010027,1258.155459,10.72897391,211.8331824,10.65873128,70.41012798,94.05047082,27.11197193,92.94739878,26.66928182,15.08783305,23.47181593,0.37928472,12.45998668,28.18181023,4.711463055,7.685587218,217.1324701,13.40751806,7.100762776,13.79237229,3.099637935,29.84742976,1.399950751,17.17680951,1.115755754,0.138477444,7.948063306,38.36664659,0.942863114,0.466003807,8.545105812,64.10168312,0.524272959,422.0272907,40.62501565,164.472885,86.38011592,294.4646017,1.482318332,7.90355011,195.6974414,46.59779268,444.2677551,6.622679628,84.29263382,11.17513012,9.825784254,3.917603264,0.783605593,0.939183016,3.857649176,0.684818683,1.257385249,1.928362365,8.681897671,24.60784907,20.67025482,0.181761729,0.664244845,7.418041803,0.747529104,3.905078889,6.535923972,2.575025772,2.580776676,5.684502128,1.500855978,3.473256991,2.905539734,4.072347346,-0.037826107,10.8133837,0.251073759,7.365439259,0.474860138,1.65731755,0.095162453,4.425360994,67.37564749,1.837747164,0.080405211,3.13027281,0.062316256,56.78714135,0.897614601,0.151457434,2.598371436,6.611010424,1.005770332,1.053304966,3.170964222,0.016273904,1.382747151,0.070058547,0.529157943,2.212688949,0.888195128,0.3606782,0.340175273,107.5208993,0.36818899,0.969653035,-0.002222375,0.578093938,0.14796611,7.00140355,19.24670521,5.743734629,0.690083395,0.59465448,0.333802803,-0.156395536,0.326378559,10.58403412,1.725883195,0.725431307,2.918475877,3.350513401,0.101574691,0.669604366,0.304799144,0.301367562,0.544000891,0.751571687,0.056496014,7.259656093,2.970580423,2.602387735,23.42773368,1.360547545,5.521895424,0.317147065,14.41189749
19-Jun,34.91723731,231.0413109,223.3283912,76.54075263,273.8743721,206.7338057,252.7391327,-0.014651073,0.117610822,1276.578323,15.25947659,235.3100167,13.22506271,64.64728848,91.67436655,31.8955355,93.44522845,28.67421773,15.00632398,25.01682713,0.61084147,12.50609046,30.88626471,4.765573971,7.392616418,220.546519,13.51777928,8.375696256,13.95432268,3.350927772,30.98027428,1.397206157,17.75134544,1.02673937,0.120906407,7.46999573,48.50643638,1.205132653,0.957214677,8.686690905,67.98128624,0.546754536,432.311986,42.61879471,178.0815722,88.38128156,302.9452477,1.774488446,8.35406485,208.3349666,46.7526218,450.035209,6.694476825,88.03929001,10.97322193,9.956372437,4.101079707,0.811423135,0.825974393,3.678138571,0.61832745,1.428663105,1.781294732,8.562728324,25.28156507,20.66730714,0.145055242,0.877923879,7.62307568,0.640498745,3.928384374,6.640491767,2.888080785,3.393982731,6.963918585,1.512854813,3.341747923,2.549166512,5.099545271,-0.046007682,10.30804844,0.147084859,8.392917467,0.704318326,1.708234884,0.045510841,4.570091509,69.89087249,1.800302972,0.060175054,2.989272255,0.064721072,57.68289494,1.122862089,0.120442521,2.390216023,6.527538181,1.107608351,1.375652672,3.81670038,0.006313728,1.266926445,0.044416063,0.866545019,2.218325931,0.782253955,0.471109066,0.283776286,107.9161387,0.333143404,0.670334493,-0.007848529,0.703084563,0.491715007,7.87368954,18.51872142,6.081589759,0.626375292,0.845001629,0.329898862,-0.197435817,0.273898545,10.60981277,2.599362822,0.692611135,3.039669,3.350531951,0.044696899,0.731405608,0.233934602,0.287820918,0.496502651,0.718145839,0.194305949,6.882925437,3.572843739,2.543944236,24.26994727,1.247941604,5.360739028,0.299802002,15.01095369
